BRAND,DNLA,SKU_NO,OVERVIEW,OVERVIEW2,OVERVIEW_RAW,OVERVIEW2_RAW,OVERVIEW_NOTE
Axler,N,6342,"This Medium Replacement Belt, from Axler, is designed for use with the CS-HCS-60A Adjustable Pro Slider equipped with one pair of 20"" extension rods, providing 40"" of carriage travel. The belt serves as a spare or replacement to the 79.25"" long belt that is included with the slider. It is made from rubber and reinforced with cloth to prevent stretching. Teeth on the inner surface of the belt lock into the slider's drive wheel to offer consistent sliding action.",,"This <b>Medium Replacement Belt</b>, from <b>Axler</b>, is designed for use with the CS-HCS-60A Adjustable Pro Slider equipped with one pair of 20"" extension rods, providing 40"" of carriage travel. The belt serves as a spare or replacement to the 79.25"" long belt that is included with the slider. It is made from rubber and reinforced with cloth to prevent stretching. Teeth on the inner surface of the belt lock into the slider's drive wheel to offer consistent sliding action.",,
Axler,N,6341,"This Long Replacement Belt, from Axler, is designed for use with the CS-HCS-60A Adjustable Pro Slider equipped with two pairs of 20"" extension rods, providing 60"" of carriage travel. The belt serves as a spare or replacement to the 119"" long belt that is included with the slider. It is made from rubber and reinforced with cloth to prevent stretching. Teeth on the inner surface of the belt lock into the slider's drive wheel to offer consistent sliding action.",,"This <b>Long Replacement Belt</b>, from <b>Axler</b>, is designed for use with the CS-HCS-60A Adjustable Pro Slider equipped with two pairs of 20"" extension rods, providing 60"" of carriage travel. The belt serves as a spare or replacement to the 119"" long belt that is included with the slider. It is made from rubber and reinforced with cloth to prevent stretching. Teeth on the inner surface of the belt lock into the slider's drive wheel to offer consistent sliding action.",,
Axler,N,6340,"This 63"" long Replacement Belt, from Axler, is designed for use with the CS-HCS-30 30"" Pro Camera Slider with Flywheel and serves as a spare or replacement to the belt that is included with the slider. The belt is made from rubber and reinforced with cloth to prevent stretching. Teeth on the inner surface of the belt lock into the slider's drive wheel to offer consistent sliding action.",,"This 63"" long <b>Replacement Belt</b>, from <b>Axler</b>, is designed for use with the CS-HCS-30 30"" Pro Camera Slider with Flywheel and serves as a spare or replacement to the belt that is included with the slider. The belt is made from rubber and reinforced with cloth to prevent stretching. Teeth on the inner surface of the belt lock into the slider's drive wheel to offer consistent sliding action.",,
Axler,N,8228,"The WISP-20M from Axler is a handheld motorized gimbal stabilizer designed for use with mirrorless or similarly sized cameras. It utilizes quiet brushless motors to isolate your camera from unwanted hand shake along the yaw (pan), pitch (tilt), and roll axes, allowing you capture smooth, fully stabilized shots with camera and lens combinations weighing up to 1.9 lb.

The gimbal stabilizer offers two distinct operating modes: a Follow Mode that allows the camera to smoothly follow the pan and tilt motion of the unit, and a Lock Mode to keep the camera in a single position, regardless of how the stabilizer is moved. A thumbstick on the back of the handle is used to switch between modes and adjust camera pan and pitch tilt. Additionally, a button on the camera platform activates a Low mode, lettings you invert the stabilizer for easier low-angle shots.

Designed for ease of use, the WISP-20M features a sliding quick release plate for quick camera attachment and balancing. An offset adapter plate is included to fit wider cameras or cameras with an off-center 1/4&quot;-20 socket. Once balanced, the internal gyros automatically stabilize your camera when the device is powered on. The motors are powered using three readily available 18650 rechargeable lithium-ion batteries, which provide around 2 to 3 hours of continuous operation. Batteries and a micro-USB charging cable are included.

For added versatility, there is a 3/8&quot;-16 threaded socket at the bottom of the handle that allows the stabilizer to be mounted on a tripod, monopod, or jib. A 5V USB port on the handle can be used to charge a smartphone or to power an included compact and flexible LED light, useful when working in dimly light environments.",,"The <b>WISP-20M</b> from <b>Axler</b> is a handheld motorized gimbal stabilizer designed for use with mirrorless or similarly sized cameras. It utilizes quiet brushless motors to isolate your camera from unwanted hand shake along the yaw (pan), pitch (tilt), and roll axes, allowing you capture smooth, fully stabilized shots with camera and lens combinations weighing up to 1.9 lb.<br />
<br />
The gimbal stabilizer offers two distinct operating modes: a Follow Mode that allows the camera to smoothly follow the pan and tilt motion of the unit, and a Lock Mode to keep the camera in a single position, regardless of how the stabilizer is moved. A thumbstick on the back of the handle is used to switch between modes and adjust camera pan and pitch tilt. Additionally, a button on the camera platform activates a Low mode, lettings you invert the stabilizer for easier low-angle shots.<br />
<br />
Designed for ease of use, the WISP-20M features a sliding quick release plate for quick camera attachment and balancing. An offset adapter plate is included to fit wider cameras or cameras with an off-center 1/4&quot;-20 socket. Once balanced, the internal gyros automatically stabilize your camera when the device is powered on. The motors are powered using three readily available 18650 rechargeable lithium-ion batteries, which provide around 2 to 3 hours of continuous operation. Batteries and a micro-USB charging cable are included.<br />
<br />
For added versatility, there is a 3/8&quot;-16 threaded socket at the bottom of the handle that allows the stabilizer to be mounted on a tripod, monopod, or jib. A 5V USB port on the handle can be used to charge a smartphone or to power an included compact and flexible LED light, useful when working in dimly light environments.",,
Axler,N,8310,"The Glidecam Mounting Rod for Robin 20 and Pro 40 Stabilizer from Axler allows you to mount your Robin 20 or Robin Pro 40 to a Glidecam Smooth Shooter or X-10 support arm, turning the handheld stabilizer into a full vest and arm system. Constructed from aluminum, the rod replaces the Glidecam post included with the support arms, providing a mounting point for the Robin's gimbal handle to slide on to.",,"The <b>Glidecam Mounting Rod for Robin 20 and Pro 40 Stabilizer</b> from <b>Axler</b> allows you to mount your Robin 20 or Robin Pro 40 to a Glidecam Smooth Shooter or X-10 support arm, turning the handheld stabilizer into a full vest and arm system. Constructed from aluminum, the rod replaces the Glidecam post included with the support arms, providing a mounting point for the Robin's gimbal handle to slide on to.",,
Axler,N,8479,"The rugged aluminum Axler Professional Cage for Sony a7 and a7 II Series Cameras adds stability and protection to your camera, while providing a 15mm rod baseplate and numerous 1/4""-20 and 3/8""-16 mounting points for attaching optional accessories. The cage features a rosewood grip for comfortable handheld shooting and a bolt-on top handle for easy rig handling and carrying on set. For additional accessory mounting, the top handle features two shoe mounts, with a third shoe mount integrated into the top of the cage on the grip side.

Compatible with Sony a7 series and a7 II series cameras, the form-fitting cage maintains access to all camera controls and functionality, including the battery compartment and Multi-Interface Shoe. An HDMI cable clamp ensures that your cable doesn't accidentally come loose while shooting, cutting off the feed to your external monitor or recorder. It also helps prevent damage to the HDMI port, which is further bolstered by an included micro-HDMI to full-size HDMI adapter cable.

The cage attaches to the included 15mm LWS baseplate using a sliding quick release system, allowing you to remove the camera from the rods when a compact, handheld form is desired. When mounting the cage onto the baseplate, it is secured in place using a rear thumbscrew. For tripod mounting the entire rig, the baseplate features 1/4""-20 and 3/8""-16 threaded holes. A pair of 11.75"" long 15mm rods are included to support an optional follow focus, matte box, or other rod-mounted accessories.",,"The rugged aluminum <b>Axler Professional Cage for Sony a7 and a7 II Series Cameras</b> adds stability and protection to your camera, while providing a 15mm rod baseplate and numerous 1/4""-20 and 3/8""-16 mounting points for attaching optional accessories. The cage features a rosewood grip for comfortable handheld shooting and a bolt-on top handle for easy rig handling and carrying on set. For additional accessory mounting, the top handle features two shoe mounts, with a third shoe mount integrated into the top of the cage on the grip side.<br /><br />

Compatible with Sony a7 series and a7 II series cameras, the form-fitting cage maintains access to all camera controls and functionality, including the battery compartment and Multi-Interface Shoe. An HDMI cable clamp ensures that your cable doesn't accidentally come loose while shooting, cutting off the feed to your external monitor or recorder. It also helps prevent damage to the HDMI port, which is further bolstered by an included micro-HDMI to full-size HDMI adapter cable.<br /><br />

The cage attaches to the included 15mm LWS baseplate using a sliding quick release system, allowing you to remove the camera from the rods when a compact, handheld form is desired. When mounting the cage onto the baseplate, it is secured in place using a rear thumbscrew. For tripod mounting the entire rig, the baseplate features 1/4""-20 and 3/8""-16 threaded holes. A pair of 11.75"" long 15mm rods are included to support an optional follow focus, matte box, or other rod-mounted accessories.",,
Axler,N,8480,"The rugged aluminum Axler Professional Cage for Panasonic GH4 adds stability and protection to your camera, while providing a 15mm rod baseplate and numerous 1/4""-20 and 3/8""-16 mounting points for attaching optional accessories. The cage includes a bolt-on top handle for easy rig handling and carrying on set, which features additional threaded mounting holes as well as two shoe mounts. A third shoe mount is integrated into the top of the cage body.

Compatible with the Panasonic GH4 and GH3 cameras, the form-fitting cage maintains access to all camera controls and functionality, including the battery compartment and SD card slot. An HDMI cable clamp ensures that your cable doesn't accidentally come loose while shooting, cutting off the feed to your external monitor or recorder. It also helps prevent damage to the HDMI port, which is further bolstered by an included micro-HDMI to full-size HDMI adapter cable.

The cage attaches to the included 15mm LWS baseplate using a sliding quick release system, allowing you to remove the camera from the rods when a compact, handheld form is desired. When mounting the cage onto the baseplate, it is secured in place using a rear thumbscrew. For tripod mounting the entire rig, the baseplate features 1/4""-20 and 3/8""-16 threaded holes. A pair of 11.75"" long 15mm rods are included to support an optional follow focus, matte box, or other rod-mounted accessories.",,"The rugged aluminum <b>Axler Professional Cage for Panasonic GH4</b> adds stability and protection to your camera, while providing a 15mm rod baseplate and numerous 1/4""-20 and 3/8""-16 mounting points for attaching optional accessories. The cage includes a bolt-on top handle for easy rig handling and carrying on set, which features additional threaded mounting holes as well as two shoe mounts. A third shoe mount is integrated into the top of the cage body.<br /><br />

Compatible with the Panasonic GH4 and GH3 cameras, the form-fitting cage maintains access to all camera controls and functionality, including the battery compartment and SD card slot. An HDMI cable clamp ensures that your cable doesn't accidentally come loose while shooting, cutting off the feed to your external monitor or recorder. It also helps prevent damage to the HDMI port, which is further bolstered by an included micro-HDMI to full-size HDMI adapter cable.<br /><br />

The cage attaches to the included 15mm LWS baseplate using a sliding quick release system, allowing you to remove the camera from the rods when a compact, handheld form is desired. When mounting the cage onto the baseplate, it is secured in place using a rear thumbscrew. For tripod mounting the entire rig, the baseplate features 1/4""-20 and 3/8""-16 threaded holes. A pair of 11.75"" long 15mm rods are included to support an optional follow focus, matte box, or other rod-mounted accessories.",,
Axler,N,9645,"The 20&quot; Axler Caterpillar is a compact camera slider that extends to 30&quot; of sliding length when mounted on a tripod or stand.

The Caterpillar is a belt-driven slider offering smooth movement for up to 13 lb loads. In addition to its adjustability in a mobile form factor, the Caterpillar is also designed with a few exceptional features that will provide for increased efficiency and convenience.

One of the outstanding features is a flip-brake that allows you to lock the sliding carriage into a fixed position in an instant. Also, instead of an integrated mounting screw on the sliding carriage, the Caterpillar features a small, pullout quick-release plate with a 1/4&quot;-20 screw and 3/8&quot;-16 bushing. This plate can be attached to cameras or video heads and then inserted into a slot on the carriage, and then it is quickly secured by tightening knobs on the sides of the carriage. The knobs can also be removed and replaced by included set screws to make room for larger tripod heads or cameras.

When used surface-mounted, the Caterpillar offers a sliding length of 18&quot;. It comes with screw-in feet that can be adjusted to different heights to compensate for any unevenness on the surface. A bubble level on the sliding carriage allows you to confirm whether you're level.

The Caterpillar has a dual twin-rail design and uses a durable Nylon tether to drive the carriage. It is supplied with a form fitting, zippered carry carry case.",,"The 20&quot; <b>Axler Caterpillar</b> is a compact camera slider that extends to 30&quot; of sliding length when mounted on a tripod or stand.<br />
<br />
The Caterpillar is a belt-driven slider offering smooth movement for up to 13 lb loads. In addition to its adjustability in a mobile form factor, the Caterpillar is also designed with a few exceptional features that will provide for increased efficiency and convenience.<br />
<br />
One of the outstanding features is a flip-brake that allows you to lock the sliding carriage into a fixed position in an instant. Also, instead of an integrated mounting screw on the sliding carriage, the Caterpillar features a small, pullout quick-release plate with a 1/4&quot;-20 screw and 3/8&quot;-16 bushing. This plate can be attached to cameras or video heads and then inserted into a slot on the carriage, and then it is quickly secured by tightening knobs on the sides of the carriage. The knobs can also be removed and replaced by included set screws to make room for larger tripod heads or cameras.<br />
<br />
When used surface-mounted, the Caterpillar offers a sliding length of 18&quot;. It comes with screw-in feet that can be adjusted to different heights to compensate for any unevenness on the surface. A bubble level on the sliding carriage allows you to confirm whether you're level.<br />
<br />
The Caterpillar has a dual twin-rail design and uses a durable Nylon tether to drive the carriage. It is supplied with a form fitting, zippered carry carry case.",,
Axler,N,9657,"Add smooth linear camera movement to your video productions with the 30"" Axler Carbon Fiber Camera Slider. Outfitted with lightweight carbon fiber rails, the slider supports loads up to 50 lb, making it suitable for use with large professional video cameras, as well as smaller DSLR/mirrorless cameras. The aluminum camera carriage features a 3/8""-16 mounting screw for attaching a fluid head or ball head and utilizes a roller bearing system with machined aluminum wheels to provide smooth, quiet operation that won't disrupt your audio recording. A brake lever lets you lock the carriage in place between shots.

For tabletop or ground-level use, the slider features short detachable legs with rubber ball feet at the ends and center of the slider. For mounting the slider on a tripod, there is a cheese plate at the bottom of the rails that provides several 1/4""-20 and 3/8""-16 threaded holes. There are also 1/4""-20 and 3/8""-16 threads at the ends of the slider, as well as 5/8"" sockets, to support heavier camera loads using two tripods or light stands. Additional 1/4""-20 and 3/8""-16 threads at the ends of the slider let you attach optional accessories to your rig, such as LED lights, lighting flags, and microphones.",,"Add smooth linear camera movement to your video productions with the <b>30"" Axler Carbon Fiber Camera Slider</b>. Outfitted with lightweight carbon fiber rails, the slider supports loads up to 50 lb, making it suitable for use with large professional video cameras, as well as smaller DSLR/mirrorless cameras. The aluminum camera carriage features a 3/8""-16 mounting screw for attaching a fluid head or ball head and utilizes a roller bearing system with machined aluminum wheels to provide smooth, quiet operation that won't disrupt your audio recording. A brake lever lets you lock the carriage in place between shots.<br /><br />

For tabletop or ground-level use, the slider features short detachable legs with rubber ball feet at the ends and center of the slider. For mounting the slider on a tripod, there is a cheese plate at the bottom of the rails that provides several 1/4""-20 and 3/8""-16 threaded holes. There are also 1/4""-20 and 3/8""-16 threads at the ends of the slider, as well as 5/8"" sockets, to support heavier camera loads using two tripods or light stands. Additional 1/4""-20 and 3/8""-16 threads at the ends of the slider let you attach optional accessories to your rig, such as LED lights, lighting flags, and microphones.",,
Axler,N,9669,"Give your videos a professional touch by capturing smooth, free-floating handheld shots with the Axler Robin 05R V2 Stabilizer. Designed to support loads up to 1.5 lb, the stabilizer is ideal for use with small-form camcorders, point-and-shoot cameras, action cameras, and even cell phones. It features a quick-release plate with 1/4&quot;-20 mounting screw for easy camera attachment and removal and includes a counterweight disc that attaches directly beneath the center column. For quick and simple balancing, the gimbal is height adjustable, with front-to-back and side-to-side micro-adjustment knobs provided on the camera platform for fine-tuning your balance. With its quick balance adjustments and compact 10&quot; long design, the Robin 05R is an easy-to-use and travel-friendly accessory for capturing smooth, professional-looking video with small-form cameras.",,"Give your videos a professional touch by capturing smooth, free-floating handheld shots with the <b>Axler Robin 05R V2 Stabilizer</b>. Designed to support loads up to 1.5 lb, the stabilizer is ideal for use with small-form camcorders, point-and-shoot cameras, action cameras, and even cell phones. It features a quick-release plate with 1/4&quot;-20 mounting screw for easy camera attachment and removal and includes a counterweight disc that attaches directly beneath the center column. For quick and simple balancing, the gimbal is height adjustable, with front-to-back and side-to-side micro-adjustment knobs provided on the camera platform for fine-tuning your balance. With its quick balance adjustments and compact 10&quot; long design, the Robin 05R is an easy-to-use and travel-friendly accessory for capturing smooth, professional-looking video with small-form cameras.",,
Axler,N,10286,"Enjoy the trend towards mobility in the video world? Like being able to carry all your equipment in one bag? Well, here's a major addition to portability, the Foldable Crane Slider from Axler. But, its portability is just one of its features.

You can achieve smooth and steady linear slides, as well as parabolic slides--where the camera pans along with the slide while keeping the subject in frame. And, all this is done by moving a comfortable knob handle to one side or the other. The Foldable Crane Slider is designed for medium sized DSLRs and mirrorless cameras, and supports a max payload of 4.5 lb.

The slider attaches to your tripod facing forward, slides from the middle to either side a distance of 14&quot;, and extends out to 28&quot; from end to end. Using an included ball head, mount your camera on the &quot;Linear&quot; mounting point on the very front of the slider, and move it back to the &quot;Parabolic&quot; position for panning slides. Both positions offer a 1/4&quot;-20 mounting screw. The ball head is compact and made of aluminum, but you can use any other matching ball head if you'd like.

When you're done and ready to pack the slider away, just set the lock into position, and the slider will stay folded in your bag.

The Foldable Crane Slider is made of aluminum and has ABS plastic side panels. It features a 3/8&quot;-16 tripod mount thread on the bottom and works well with standard tripods and hi-hats.",,"Enjoy the trend towards mobility in the video world? Like being able to carry all your equipment in one bag? Well, here's a major addition to portability, the <b>Foldable Crane Slider</b> from <b>Axler</b>. But, its portability is just one of its features.<br />
<br />
You can achieve smooth and steady linear slides, as well as parabolic slides--where the camera pans along with the slide while keeping the subject in frame. And, all this is done by moving a comfortable knob handle to one side or the other. The Foldable Crane Slider is designed for medium sized DSLRs and mirrorless cameras, and supports a max payload of 4.5 lb.<br />
<br />
The slider attaches to your tripod facing forward, slides from the middle to either side a distance of 14&quot;, and extends out to 28&quot; from end to end. Using an included ball head, mount your camera on the &quot;Linear&quot; mounting point on the very front of the slider, and move it back to the &quot;Parabolic&quot; position for panning slides. Both positions offer a 1/4&quot;-20 mounting screw. The ball head is compact and made of aluminum, but you can use any other matching ball head if you'd like.<br />
<br />
When you're done and ready to pack the slider away, just set the lock into position, and the slider will stay folded in your bag.<br />
<br />
The Foldable Crane Slider is made of aluminum and has ABS plastic side panels. It features a 3/8&quot;-16 tripod mount thread on the bottom and works well with standard tripods and hi-hats.",,
